date;SPX;S5SFTW;S5PHRM;S5CPGS;S5ENRSX;S5FDBT;S5TECH;S5RETL;S5BANKX;S5HCES;S5DIVF;S5UTILX;S5MEDA;S5TELSX;S5MATRX;S5INSU;S5FDSR;S5HOUS;S5SSEQX;S5TRAN;S5HOTR;S5CODU;S5AUCO;S5COMS;S5REDPIG;S5REAL
29/08/2018;2914,04;1878,72;908,64;680,29;553,39;649,79;1325,13;2411,16;353,37;1211,22;695,7632;270,56;558,42;155,24;377,29;391,91;427;551,02;1032,72;797,18;1036,5;354,31;123,3;292,29;;208,76
30/08/2018;2901,13;1870,18;908,95;674,28;551,63;647,13;1330,15;2402,94;350,61;1207,75;690,4673;270,91;555,92;154,64;372,56;388,55;427,48;548,98;1025,06;792,51;1032;347,02;120,63;291,52;;207,59
31/08/2018;2901,52;1864,33;908,09;674,31;547,58;646,18;1343,12;2417,03;350,09;1209,22;689,9532;269,7;557,51;153,99;371,6;388,79;429,97;548,11;1029,86;793,34;1032,75;348,5;118,89;291,9;;208,46
03/09/2018;2901,52;1864,33;908,09;674,31;547,58;646,18;1343,12;2417,03;350,09;1209,22;689,9532;269,7;557,51;153,99;371,6;388,79;429,97;548,11;1029,86;793,34;1032,75;348,5;118,89;291,9;;208,46
04/09/2018;2896,72;1853,05;899,42;672,83;546,02;645,73;1343,88;2443,12;351,96;1203,85;693,664;271,17;552,31;152,27;368,59;390,72;429,66;544,07;1033,05;796,88;1028,5;343,5;118,05;293,95;;206,58
05/09/2018;2888,6;1815,69;905,99;678,08;545,58;654,52;1333,59;2398,72;351,91;1200,19;692,6552;274,62;549,12;153,53;370,84;392,88;432,8;550,33;1026,27;799,94;1028,96;345,23;117,83;292,69;;207,78
06/09/2018;2878,05;1811,11;902,83;681,64;535,06;657,45;1317,36;2386,56;348,69;1205,39;689,7788;275,68;548,44;154,65;371,5;392,34;433,42;548,95;1002,29;797,7;1031,42;345,02;116,4;293,78;;208,48
07/09/2018;2871,68;1806,84;904,87;678,43;534,93;655,76;1309,15;2384,72;347,87;1206,09;691,0201;272,37;551,43;154,1;369,51;390,57;434,67;546,44;999,21;798,68;1036,57;341,16;115,16;293,38;;205,9
10/09/2018;2877,13;1818,38;905,59;680,8;534,83;657,35;1298,1;2389,24;347,13;1196,45;693,6104;273,96;552,21;154,85;369,83;387,72;437,63;548,09;1008,97;808,42;1041,63;346,15;115,86;293,84;;207,01
11/09/2018;2887,89;1839,06;903,24;680,24;540,06;653,82;1319,51;2426,91;347,91;1199,71;694,0792;273,01;550,28;156,53;370,53;387,46;437,26;546,4;991,57;807,87;1040,37;347,18;115,05;294,23;;206,86
12/09/2018;2888,92;1835,36;907,33;684,31;542,82;665,59;1307,97;2432,49;343,23;1207,76;690,379;272,77;550,23;158,75;370,57;385,46;436,91;553,06;980,92;806,49;1043,09;348,6;115,58;293,73;;207,13
13/09/2018;2904,18;1847,91;917,52;690,22;542,83;663,89;1333,31;2422,34;340,72;1221,73;690,7713;274,87;559,49;159,23;371,77;388,97;431,38;554,56;997,82;802,3;1041,91;349,12;116,43;294,53;;208,11
14/09/2018;2904,98;1850,66;911,77;693,9;545,87;663,8;1324,11;2411,58;341,5;1222,26;696,9427;273,39;556,6;158,55;371,61;393,78;426,39;555,21;1005,08;807,34;1043,14;349,31;117,49;294,49;;206,22
17/09/2018;2888,8;1828,54;909,69;695,31;546,77;666,25;1297,32;2361,99;341,04;1216,63;692,1708;274,22;557,06;158,81;372,7;393,08;426,17;559,04;993,77;804,56;1034,83;348,33;117,92;292,79;;207,24
18/09/2018;2904,31;1840,65;913,4;701,66;550,58;659,98;1300,97;2400,73;341,58;1224,92;696,5757;273,64;562,17;158,75;372,89;395,34;429,08;557,65;1004,01;811,21;1040,07;352,66;118,07;295,51;;206,01
19/09/2018;2907,95;1835,93;911,24;703,18;552,68;659,34;1301,39;2397,06;349,36;1225,46;706,1847;267,83;561,35;156,61;377,06;400,41;428,42;556,17;1007,13;810,24;1048,19;351,26;120,44;288,09;;204,13
20/09/2018;2930,75;1860,47;922,17;703,68;552,36;667,38;1313,21;2408;352,83;1232,74;710,6785;268,15;567,47;157,32;381,03;403,12;431,47;564,22;1016,83;811,57;1057,47;353,33;121,81;289,14;;205,68
21/09/2018;2929,67;1855,15;925;705,56;556,34;668,36;1307,72;2392,52;350,68;1233,31;707,8779;269,2;566,62;158,86;380,16;404,5;432,85;566,85;1012,27;817,19;1067,81;353,65;121,05;287,6;;205,41
24/09/2018;2919,37;1854,91;922,03;696,43;564,51;656,98;1318,36;2390,41;346,98;1242,64;700,6156;266,82;568,87;157,98;374,81;399,85;429,27;557,52;1016,7;804,78;1056,39;346,94;118,47;285,08;;201,52
25/09/2018;2915,56;1858,29;919,01;694,42;567,74;651,75;1322,47;2411,95;345,96;1239,84;697,6866;263,56;570,94;156,41;373,03;397,67;429,1;550,77;1004,11;800,21;1062,42;347,94;115,25;285,18;;201,31
26/09/2018;2905,97;1855,93;921,2;692,82;562,11;651,75;1313,77;2419,62;340,69;1241,86;689,9464;260,81;574,34;155,47;369,2;393,67;429,5;551,6;996,2;803,02;1064,01;347,02;114,97;282,52;;198,99
27/09/2018;2914;1858,8;927,07;693,61;562,37;650,42;1330,25;2438,38;338,66;1244,44;689,4087;263,31;579,32;156,28;365,6;392,65;429,23;549,94;1000,75;805,88;1064,52;347,99;114,51;281,15;;199,25
28/09/2018;2913,98;1859,15;928,26;693,47;560,91;651,93;1335,69;2435;334,8;1251,77;679,3561;267,28;576,29;156,49;363,12;392,84;428,74;552,72;1017,15;803,86;1062,33;347,9;114,61;282,03;;201,86
01/10/2018;2924,59;1870,59;932,37;701,8;569,13;650,32;1340,82;2435,25;335,3;1259,95;684,4666;266,47;575,11;156,95;366,91;392,66;428,55;554,71;1020,32;805,91;1048,38;346,96;115,61;281,68;;200,14
02/10/2018;2923,43;1858,42;934,38;706,26;569,86;653,62;1349,75;2397,03;335,13;1253,95;685,0735;269,9;574,15;158,85;368,55;393,38;432,23;558,33;1027,34;797,46;1039,28;341,46;114,37;280,47;;199,58
03/10/2018;2925,51;1859,47;935,9;709,7;574,55;647,72;1362,28;2381,98;339,31;1244,96;688,878;266,59;576,28;158,7;365,75;394,55;428,94;548,7;1028,88;800,83;1037,14;341,24;115,05;280,77;;197,62
04/10/2018;2901,61;1822,81;926,7;707,98;571,61;650,38;1341;2338,15;342,04;1233,83;692,8665;268,04;564,34;160,13;364,22;397,54;427,07;540,19;1012,08;799,52;1034,29;332,54;114,44;277,47;;196,4
05/10/2018;2885,57;1810,65;925,15;704,35;571,36;652,5;1319,59;2317,46;340,14;1234,03;691,235;272,24;557,34;159,72;361,28;395,69;418,13;542,69;988,1;793,84;1030,79;330,78;112,8;278,9;;196,35
08/10/2018;2884,43;1781,09;926,82;706,01;571,09;662,23;1311,96;2311,67;342,19;1226,64;693,8777;274,34;556,12;159,92;361,25;399,45;425,49;545,86;979,15;795,21;1036,79;332,69;113,79;278,18;;198,94
09/10/2018;2880,34;1786,55;928,85;694,27;576,72;659,49;1322,34;2309,27;339,96;1229,82;692,6199;275,5;556,26;158,38;348,98;399,77;427,26;544,68;976,93;782,6;1045,6;329,82;109,34;279,23;;199,69
10/10/2018;2785,68;1695,75;906,34;670,99;556,04;653,19;1265,21;2216,18;332,06;1201,44;665,8451;274,03;530,93;155,94;340,13;387,73;421,11;534,31;931,45;750,81;1023,12;312,02;107,75;271,25;;196,48
11/10/2018;2728,37;1679,87;878,28;653,5;538,87;637,69;1245,31;2177,18;322,97;1175,9;647,1685;268,63;529;151,79;336,06;373,41;414,87;518,36;915,76;741,3;1000,83;309,2;106,71;265,71;;190,77
12/10/2018;2767,13;1737,26;890,96;655,6;540,51;638,54;1286,84;2237,06;321,68;1193,79;652,5273;268,8;541,16;153,65;337,46;372,45;422,09;520,1;934,99;748,8;1014,32;313,12;105,51;269,53;;190,64
15/10/2018;2750,79;1709,4;884,73;657,3;536,08;643,61;1262,68;2222,54;320,55;1183,51;648,248;269,75;538,17;153,75;335,84;370,29;420,98;525,19;922,6;750,91;1012,18;311,89;106,5;268,31;;191,62
16/10/2018;2809,92;1767,21;907,65;667,74;540,77;649,04;1291,81;2275,66;324,74;1222,34;661,4568;272,89;553,76;154,05;341,93;375,28;428,04;530,22;952,22;763,69;1028,56;320,68;107,17;274,36;;195,28
17/10/2018;2809,21;1756,97;916,48;662,78;537,01;651,16;1288,51;2252,73;328,79;1220,68;664,568;272,47;556,6;154,86;339,1;379,23;430,69;534,13;947,2;759,35;1038,38;316,69;106,42;273,65;;194,82
18/10/2018;2768,78;1721,95;905,5;651,22;534,41;652,63;1263,18;2199,43;322,59;1207,56;654,8622;272,7;543,13;155,59;335,23;375,75;429,82;526,59;926,59;742,52;1025,56;311,04;103,93;271,12;;194,83
19/10/2018;2767,78;1724,34;899,14;646,91;530,02;663,36;1274,58;2184,58;323,04;1192,27;659,2213;276,99;542,95;157,08;332,92;376,36;433,37;555,63;909,53;745,18;1018,59;302,07;103,86;270,6;;196,77
22/10/2018;2755,88;1739,07;889,91;643,96;524,19;656,95;1282,82;2203,27;314,81;1185,74;647,1016;275,1;543,2;156,5;329,85;371,46;433,56;549,77;918,3;743,59;1014,77;301,69;103,53;270,67;;193,99
23/10/2018;2740,69;1726,86;883,92;633,86;510,17;660,89;1288,52;2186,74;312,65;1181,49;640,7837;273,68;542,48;160,36;326,05;368,32;434,97;549,79;909,34;730,84;1033,41;300,7;105,8;266,49;;195,33
24/10/2018;2656,1;1650,69;852,42;611,03;490,83;665,3;1246,6;2106,04;304,26;1146,57;625,1538;279,97;514,53;154,2;315,78;356,2;428,65;560,53;850,02;708,65;1009,35;294,63;101,04;258,7;;197,54
25/10/2018;2705,57;1719,02;862,29;615,27;496,47;665,76;1276,45;2192,79;310,71;1161,89;632,9818;275,78;533,86;152,06;320,13;360,79;434,28;557,71;871,77;719;1020,21;300,53;106,47;255,84;;199,94
26/10/2018;2658,69;1685,62;857,74;609,54;492,59;655,05;1249,62;2089,61;307,27;1141,53;621,5141;271,09;521,2;148,22;318,04;357,4;428,55;545,31;860,96;710,01;1007,87;294,37;106,93;254,57;;194,76
29/10/2018;2641,25;1651,94;861,57;595,59;483,31;664,48;1230,17;2038,86;311,27;1139,76;624,8976;274,75;508,2;150,93;317,15;358,84;433,77;545,37;846,41;706,6;1004,3;294,39;109,72;256,15;;197,8
30/10/2018;2682,63;1652,68;869,54;605,35;494,41;675,19;1242,7;2052,89;314,86;1154,98;636,9368;275,55;520,27;155,36;324,31;366,12;445,92;556,66;886,32;728,18;1024,17;304,45;110,55;262,09;;201,11
31/10/2018;2711,74;1701,33;866,97;611,13;497,37;667,77;1272,22;2091,02;320,54;1164,24;646,5505;272,38;534,93;154,45;328,69;367,19;442,89;554,15;893,75;729,35;1032,44;305,66;115,25;266,34;;198,36
01/11/2018;2740,37;1703,29;880,02;623,48;501,52;668,29;1291,2;2148,03;322,03;1176,6;649,7997;270,94;537,56;152,6;338,6;368,34;443,9;563,74;928,2;739,76;1041,37;314,11;114,97;265,68;;199,27
02/11/2018;2723,06;1697,09;872,32;621,72;500,99;663,28;1234,17;2148,53;321,98;1172,07;648,5589;269,55;531,19;153,56;337,57;370,38;445,41;565,46;910,77;738,92;1062,58;314,88;115,14;263,7;;197,42
05/11/2018;2738,31;1708,99;883,76;626,33;509,06;673,59;1213,2;2135,52;324,18;1174,98;662,1117;273,31;528,16;154,6;338,88;376,77;447,61;571,5;909,23;738,43;1068,79;318,32;114,87;264,44;;200,76
06/11/2018;2755,45;1716,56;884,22;633,96;510,77;677,49;1224,57;2152,49;324,98;1187,95;666,3187;275,4;531,44;155,42;343,99;379,96;450,3;574;914,3;745,57;1075,57;314,99;115,52;265,46;;201,8
07/11/2018;2813,89;1774,19;909,13;643,2;519;681,25;1259,32;2240,48;328,48;1224,7;676,4375;278,38;543,49;156,44;350,54;386,08;456,87;572,28;928,58;763,55;1096,46;316,22;116,97;269,7;;204,11
08/11/2018;2806,83;1774,64;906,32;641,29;507,56;681,85;1255,69;2245,24;329,67;1229,81;678,9273;277,64;536,6;157;348,64;386,47;457,59;570,62;922,04;761,22;1096,42;314,72;115,88;270,72;;204,34
09/11/2018;2781,01;1750,49;904,6;635,13;505,68;683,36;1229,31;2204,8;326,81;1223,69;670,0067;277,9;527,91;155,77;343,86;384,89;458,38;579,53;905,66;750,92;1095,53;309,06;113,74;270,07;;204,62
12/11/2018;2726,22;1703,89;896,55;620,58;494,86;678,57;1174,7;2138,63;320,86;1199,26;654,9163;277,81;517,44;156,43;338,74;377,75;453,48;578,93;863,88;740,33;1084,36;304,72;113,7;267,67;;205,02
13/11/2018;2722,18;1704,92;891,1;622,96;483,03;673,65;1165,46;2133,85;322,91;1189,99;659,4455;278,77;516,81;155,16;337,77;378,65;451,52;582,21;878,13;746,84;1086,31;305,84;114,52;266,84;;205,31
14/11/2018;2701,58;1685,1;882,72;619,49;482,52;667,57;1139,3;2104,2;317,56;1181,05;654,0279;275,62;519,02;156,04;337,05;371,45;446,99;584,45;877,27;748,01;1085,66;305,71;113,97;266,17;;205,39
15/11/2018;2730,2;1720,89;891,59;626,42;489,65;665,77;1168,84;2103,83;323,8;1191,6;661,1299;273,5;523,8;155,28;341,9;374,87;442,18;585,73;905,44;759,22;1093,02;303,43;113,53;270,69;;203,55
16/11/2018;2736,27;1724,18;898,85;626,36;495,03;669,06;1176,15;2080,78;323,6;1204,69;662,4567;277,07;519,47;157,25;345,15;375,93;440,1;587,09;885,97;757,38;1104,25;303,95;112,63;271,74;;206,31
19/11/2018;2690,73;1657,5;895,3;613,49;494,55;670,32;1135,7;2007,1;324,35;1176,28;659,1442;278,5;501,73;157,89;340,32;377,25;436,82;583,66;849,52;755,56;1092,96;297,51;112,54;268,63;;207,05
20/11/2018;2641,89;1624,59;887,77;602,64;478,27;660,19;1091,84;1952,39;318,17;1162,92;642,6222;277,09;497,13;154;333,99;371,1;423,73;578,18;851,88;730,48;1081,67;293,78;110,62;264,87;;204,26
21/11/2018;2649,93;1643,95;877,98;605,36;485,82;652,46;1094,06;1973,6;317,11;1165,78;645,9637;273;503,13;154,37;336,8;371,3;422,92;574,6;848,64;739,78;1083,74;298,83;112,2;266,41;;203,99
22/11/2018;2649,93;1643,95;877,98;605,36;485,82;652,46;1094,06;1973,6;317,11;1165,78;645,9637;273;503,13;154,37;336,8;371,3;422,92;574,6;848,64;739,78;1083,74;298,83;112,2;266,41;;203,99
23/11/2018;2632,56;1634,36;878,66;603,46;469,96;653,34;1075,04;1962,44;314,19;1167,74;639,22;273,34;497,1;152,58;333,11;369,07;426,76;576,42;845,84;741,12;1080,95;297,39;112,6;265,04;;203,3
26/11/2018;2673,45;1677,44;883,84;609,2;478,03;651,97;1091,87;2022,52;321,42;1183,92;653,0884;274,81;507,27;154,84;337,09;374,32;427,31;579,53;864,36;743,67;1093,62;303,24;116,49;268,45;;203,72
27/11/2018;2682,17;1681,86;893,54;604,65;476,45;657,82;1092,47;2036,29;321,66;1194,09;655,1517;277,21;508,08;158;332,89;372,43;431,53;584,67;868,44;751,62;1096,96;299,82;113,9;269,14;;204,86
28/11/2018;2743,79;1747,6;911,33;619,11;484,76;663,69;1129,18;2116,98;327,17;1230,35;667,2893;276,87;521,92;157,97;337,8;379,88;441,76;584,36;887,11;770,06;1116,21;307,25;115,45;275,26;;206,65
29/11/2018;2737,76;1729,74;914,86;620,49;487,6;663,4;1120,74;2107,42;324,43;1232,83;661,3246;276,46;525,44;156,72;339,66;377,6;442,53;584,81;877,55;764,34;1114,06;305,52;114,6;275,09;;206,81
30/11/2018;2760,17;1751,74;930;625,96;486,42;670,31;1119,81;2130,59;327,21;1237,47;664,9189;280,71;525,84;159,48;341,11;379,17;442,36;592,07;897,34;777,72;1105,01;307,15;116,3;275,86;;208,88
03/12/2018;2790,37;1778,44;929,88;635,02;497,52;668,21;1154,05;2186,19;328,47;1249,96;669,439;283,19;527,94;157,73;347,07;380,08;445,6;590,31;919,01;781,76;1112,37;314,72;118,79;277,44;;209,64
04/12/2018;2700,06;1720;911,59;606,47;482,93;658;1107,31;2089,4;312,91;1215,95;639,1818;283,61;509,31;155,05;336,38;367,61;433,03;585,65;870,95;747,16;1089,1;303,87;113,2;269,92;;207
05/12/2018;2700,06;1720;911,59;606,47;482,93;658;1107,31;2089,4;312,91;1215,95;639,1818;283,61;509,31;155,05;336,38;367,61;433,03;585,65;870,95;747,16;1089,1;303,87;113,2;269,92;;207
06/12/2018;2695,95;1727,95;912,27;602,23;474,39;655,1;1106,45;2109,13;307,05;1206,23;633,389;283,32;516,57;154,45;331,81;361,9;435,73;585,92;871,08;746,68;1095,26;304,29;110,69;267,9;;212,51
07/12/2018;2633,08;1670,91;891,88;588,38;471,34;648,38;1065,59;2039,32;300,38;1171,6;622,498;284,46;504,18;153;323,38;357,24;425,96;579,82;836,7;719,21;1069,24;295,3;107,49;262,08;;209,45
10/12/2018;2637,72;1697,69;895,11;591,52;463,72;647,11;1073,19;2048,71;293,39;1174,93;619,1298;285,32;508,87;153,12;324,34;353,67;425,63;583,3;853,7;715,88;1072,96;292,23;105,18;261,91;;208,56
11/12/2018;2636,78;1701,38;897,13;587,43;463,86;651,7;1068,99;2050,99;289,73;1179,63;614,9397;286,17;509,59;153,37;323,13;349,36;428,81;590,61;857,43;712,52;1068,24;292,83;105,82;261,66;;208,79
12/12/2018;2651,07;1714,65;904,52;592,16;465,37;649,48;1073,67;2075,52;290,24;1190,31;618,708;284,51;515,77;152,43;326,21;351,89;429,49;590,4;869,16;711,39;1074,86;294,74;107,6;262,32;;204,83
13/12/2018;2650,54;1716,14;905,49;592,6;467,05;652,07;1078,79;2066,95;287,33;1190,82;615,7679;287,02;515,44;151,49;322,51;352,47;428,69;602,98;869,95;702,67;1082,64;288,96;105,82;261,54;;206,08
14/12/2018;2599,95;1671,02;869,9;584,87;455,93;639,94;1047,17;2016,57;284,86;1159,33;608,6437;286,28;508,09;152,24;319,86;348,53;412,42;600,56;858,18;688,57;1067,52;286;105,58;258,95;;205,65
17/12/2018;2545,94;1624,64;853,23;574,66;447,46;629,12;1029,35;1947,49;282,84;1132,07;600,4277;276,93;498,12;149,69;313,88;345,81;404,16;577,52;846,86;677,16;1051,78;279,21;104,33;254,62;;198
18/12/2018;2546,16;1636,85;846,68;578,54;436,96;616,87;1037,96;1974,31;281,07;1122,65;596,9684;275,15;502,61;149,03;315,65;346,13;403,88;575,54;857,25;680,42;1052,53;282,59;104,32;254,55;;199,88
19/12/2018;2506,96;1626,58;834,96;569,41;431,5;609,82;1008,1;1924,7;276,32;1109,94;589,6618;274,55;491,39;149,39;311,57;345,42;399,31;571,09;819,91;658,91;1037,48;275,45;103,25;251,49;;198,05
20/12/2018;2467,42;1593,12;832,12;558,06;419,45;600,72;985,58;1884,46;275,24;1082,43;584,0093;275,3;484,75;145,41;307,59;340,99;386,23;565,41;813,06;650,01;1001,23;270,85;102,28;248,08;;195,65
21/12/2018;2416,62;1537,6;819,88;546,32;415,06;591,58;955,66;1815,8;268,62;1067,87;573,9296;273,36;466,87;144,24;304,67;336,21;381,42;565,32;801,37;639,48;990,48;273,96;99,49;245,2;;192,56
24/12/2018;2351,1;1497,11;798,62;529,36;398,39;575,35;929,83;1785,71;262,07;1042,79;561,4072;261,7;459,07;139,4;296,58;327,81;373,47;541,46;777,02;618,82;971,27;263,74;96,63;237,29;;185,39
25/12/2018;2351,1;1497,11;798,62;529,36;398,39;575,35;929,83;1785,71;262,07;1042,79;561,4072;261,7;459,07;139,4;296,58;327,81;373,47;541,46;777,02;618,82;971,27;263,74;96,63;237,29;;185,39
26/12/2018;2467,7;1587,7;833,77;553,34;423,26;587,29;987,79;1918,5;274,49;1092,13;588,8601;265,79;487,2;143,18;310,28;340,6;390,23;558,61;821,86;654,52;1006,35;278,53;99,93;247,82;;191,43
27/12/2018;2488,83;1606,22;842,12;561,31;425,97;591,33;988,46;1918,36;276,21;1104,82;596,7891;268,11;489,48;144,27;316,01;346,41;394,34;568,31;827,11;659;1014,05;280,21;100,6;250,57;;191,88
28/12/2018;2485,74;1594,78;843,19;559,97;422,16;591,21;987,94;1927,02;276,2;1104,01;598,0307;268,09;487,5;145,17;314,1;345,13;395,8;565,48;834,04;655,37;1017,59;279,23;100,25;249,5;;192,3
31/12/2018;2506,85;1611,51;855,72;566,21;424,07;592,07;998,6;1951,41;278,5;1117,91;604,3574;268,61;487,97;146,58;316,62;349,11;398,87;569,17;838,01;660,18;1030,68;281,35;99,23;251,63;;192,36
01/01/2019;2506,85;1611,51;855,72;566,21;424,07;592,07;998,6;1951,41;278,5;1117,91;604,3574;268,61;487,97;146,58;316,62;349,11;398,87;569,17;838,01;660,18;1030,68;281,35;99,23;251,63;;192,36
02/01/2019;2510,03;1609,78;849,09;569,94;432,85;589,31;998,13;1976,68;283,59;1094,24;605,3325;263,86;493,79;148,75;318,05;347,11;398,93;565,19;844,28;660,72;1029,57;282,54;100,39;250,53;;187,97
03/01/2019;2447,89;1555,87;833,31;553,85;428,07;586,32;919,53;1937,41;279,5;1064,69;584,8417;264,07;484,34;149,14;309,26;340,86;394,75;559,9;793,41;635,33;1001,13;276,59;97,67;246,74;;188,9
04/01/2019;2531,94;1623,98;861,37;575,12;443,41;600,73;958,33;2005,29;289,51;1091,45;602,95;267,99;507,61;151,24;321,35;350,99;401,61;570,09;830,69;660,42;1034,87;286,52;101,26;255,79;;190,84
07/01/2019;2549,69;1637,08;867,39;579,68;449,14;595,36;961,22;2060,72;289,88;1091,61;605,3638;266,08;510,82;153,12;322,39;351,35;404,53;571,37;845,81;663,07;1046;292,38;103,79;256,78;;192,34
08/01/2019;2574,41;1654,94;875,78;585,93;452,87;602,24;975,32;2083,31;289,72;1101,64;605,2572;269,43;518,14;156,38;325,66;351,96;408,95;573,88;841,78;679,68;1055,18;296,7;105,8;260,04;;195,77
09/01/2019;2584,96;1670,87;874,16;588,87;459,67;594,44;987,02;2088,83;291,51;1112,76;606,7952;267,67;520,04;151,67;325,92;354,94;409,4;567,14;859,53;687,15;1055,87;300,64;108,48;261,11;;194,93
10/01/2019;2596,64;1675,12;874,75;598,64;461,17;598,92;991,06;2080,46;291,04;1118,11;607,3972;271,44;520,07;153,05;328,76;357,95;411,03;569,87;869,52;693,77;1062,9;298,72;108,05;263,33;;197,95
11/01/2019;2596,26;1669,78;878;598,04;458,28;601,46;985,35;2073,55;291,81;1121,1;608,0931;270,25;517,6;154,8;327,44;358,22;409,82;573,02;878,26;691,98;1063,77;299,08;111,29;263,5;;198,42
14/01/2019;2582,61;1658,88;864,49;597,7;457,43;599,14;973;2056,38;295,79;1113,8;608,837;264,22;515,46;154,21;324,92;359,99;408;568,71;867,53;693,86;1053,32;297,94;112,91;261,77;;197,82
15/01/2019;2610,3;1688,32;876,55;595,5;458,8;604,76;989,82;2086,2;298,11;1138,44;614,1381;267,57;526,84;154,25;322,82;362,64;412,61;573,5;869,98;690,15;1060,52;301,54;111,54;263,87;;199,92
16/01/2019;2616,1;1689,19;870,72;596,08;458,1;600,64;997,13;2088,43;306,22;1144,49;627,5742;268,3;525,51;152,73;324,14;366,14;412,34;569,9;861,88;691,93;1055,21;299,93;109,98;263,56;;201,02
17/01/2019;2635,96;1699,88;882,16;606,77;462,58;605,46;1001,66;2097,8;309,06;1148,55;628,1156;269,44;528,32;152,39;329,6;368,33;413,9;567,11;871,18;701,93;1064,26;304,18;111,42;265,91;;201,96
18/01/2019;2670,71;1723,55;889,15;617,54;471,53;613,52;1013,32;2121,82;313,89;1168,05;641,1279;269,76;530,66;153,63;335;373,04;417,92;573,59;890,84;717,22;1075,64;311,42;113,26;270,35;;202,59
21/01/2019;2670,71;1723,55;889,15;617,54;471,53;613,52;1013,32;2121,82;313,89;1168,05;641,1279;269,76;530,66;153,63;335;373,04;417,92;573,59;890,84;717,22;1075,64;311,42;113,26;270,35;;202,59
22/01/2019;2632,9;1700,55;881,61;602,73;461,15;606,96;993,4;2068;311,04;1161,73;633,1019;270,15;518,61;152,47;330,42;368,7;415,93;565,91;866,27;706,2;1075,78;309,28;111,82;268,95;;202,27
23/01/2019;2638,7;1713,71;882,16;605,84;456,54;611,35;998,23;2074,5;311,13;1164,17;632,8077;273,07;518,73;154,17;328,28;369,53;418,05;581,47;859,61;700,62;1083,15;308,83;110,02;268,88;;202,46
24/01/2019;2642,33;1713,1;868,27;607,75;459,26;600,17;998,78;2084,98;311,96;1164,87;633,3597;274,39;520,47;152,42;326,45;370,67;415,39;577,28;903,58;711,66;1083,49;311,33;112,2;268,35;;203,24
25/01/2019;2664,76;1733,97;868,12;616,82;464,69;601,44;1025,69;2109,11;315,19;1168,89;638,4102;270,75;527,76;151,75;332,71;372,64;411,97;573,16;907,45;717;1090,4;313,52;114,3;270,94;;205,63
28/01/2019;2643,85;1711,03;857,66;608,73;459,9;605,07;1017,8;2087,98;315,22;1156,59;635,0204;269,5;521,68;150,03;332,44;371,26;413,02;575,09;884,79;716,16;1090,29;313,07;113,25;269,06;;207,6
29/01/2019;2640;1691,27;862,93;620;461,36;607,3;1013,12;2061,23;314,19;1159,86;633,9095;270,27;516,84;147,69;335,79;369,4;411,83;575,72;872,8;718,65;1087,93;314,36;113,24;268,77;;209,24
30/01/2019;2681,05;1731,44;868,87;630,84;467,49;614,41;1060,46;2117,97;314,02;1185,72;638,8804;272,03;526,78;145,52;339,2;372,68;409,86;580,54;895,71;726,21;1102,35;316,73;114,47;272,01;;210,98
31/01/2019;2704,1;1722,5;880,01;634,79;470,81;626,51;1068,22;2151,79;310,23;1196,86;639,8039;277,67;548,54;148,66;333,98;377,07;414,63;592,43;894,29;725,49;1097,31;318,46;116,16;273,36;;212,98
01/02/2019;2706,53;1730,57;886,99;635,09;479,44;625,02;1071,13;2097,12;310,25;1190,92;645,0687;276,84;547;147,82;335,49;381,05;408,13;596,99;907,62;730,47;1093,81;317,69;115,3;273,87;;211,56
04/02/2019;2724,87;1760,92;881,2;644,3;480,26;627,82;1091,67;2114,92;312,54;1191,56;645,5784;277,42;554,99;146,15;334,73;381,62;411,6;601,48;913,96;738;1096,25;318,78;115,49;275,55;;212,94
05/02/2019;2737,7;1775,86;881,45;651,07;481,05;627,36;1104,15;2136,53;311,51;1188,95;644,675;277,75;561,19;146,2;337,41;382,8;412,55;600,87;919,57;741,04;1103,64;322,7;116,14;277,18;;214,22
06/02/2019;2731,61;1768,72;882,48;651,13;477,37;626,21;1107,44;2119,35;311,27;1197,02;641,2938;277,47;551,49;145,5;335,12;382,06;412,74;604,59;938,54;741,03;1102,13;322,8;116,69;276,2;;212,59
07/02/2019;2706,05;1750,7;868,55;644,61;467,21;626,95;1087,71;2101,5;309,05;1192,32;633,1522;281;545,05;144,87;330,47;379,14;412,77;601,19;918,25;739,86;1097,85;320,99;112,59;276,14;;214,29
08/02/2019;2707,88;1763,81;875,44;645,29;463,84;631,8;1090,88;2085,49;306,74;1185,37;629,9274;282,38;546,71;145,64;330,3;378,6;409,34;608,29;918,46;739,78;1096,66;321,64;112,17;277,94;;214,5
11/02/2019;2709,8;1765,19;873,46;647,39;465,97;631,89;1088,15;2086,43;306,8;1185,24;632,2526;282,14;542,03;146,12;330,92;380,7;411,05;611,19;919,93;749,46;1098,64;324,91;112,12;279,2;;214,98
12/02/2019;2744,73;1786,63;882,38;658,35;471,49;637,04;1099,8;2130,81;311,7;1206,04;642,8977;282,63;548,94;146,98;338,35;385,29;416,5;615,14;940,34;758,89;1096,95;331,79;113,61;282,49;;213,47
13/02/2019;2753,03;1789,83;885,63;662,72;477,57;637,54;1096,09;2143,55;311,86;1207,14;644,2319;281,77;548,06;147,18;338,7;387,37;419,64;616,44;946,97;763,93;1109,15;331,96;114,12;283,08;;214,71
